stulinr;posnr;artnr;artsuch;variante;prioritaet;teil;aplabezug;menge;abstich;einheit;teil_aus;reststueck;restmm;ausschuss;stahl;htoleranz;bemmem;laenge;breite;anzahl;kostst;beistell;aus_cad;aus_lipl;antamgew;fixmenge;messingbas;freigabe;satzid;aplaid;ubox1;ubox2;ubox3;ubox4;ubox5;utext1;utext2;utext3;utext4;utext5;utext6;utext7;utext8;utext9;utext10;neu_datum;neu_user;aend_datum;aend_user
61.05.4157;10;61.05.7107;SEILROLLE GEGENZUG;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00553321628_5830VQV8D383986103;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;14.06.2018;03/005-OPD-PC01 # ptheubet;14.06.2018;03/005-OPD-PC01 # ptheubet
61.05.4159;10;10.10.01145;PASSCHEIBEN;;0;1;0;5;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748857254_4KI0T36HZ  5948164;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;21.02.2018;03/010-JOS-PC02 # aschuepbach
61.05.4159;30;10.10.0104;6-KT-SCHRAUBEN;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748867367_4KI0T3EAW996928374;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;50;10.10.02548;6-KT-SCHRAUBEN;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748895031_4KI0T3ZNB 71609791;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;70;10.10.0740;SK-SCHRAUBEN I-6-KT;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748908353_4KI0T49XD585416267;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;90;10.10.0637;SICHERUNGSRINGE FÜR BO;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748931333_4KI0T4RNP550033656;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;140;10.20.0007;RILLENKUGELLAGER;;0;1;0;12;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748982562_4KI0T5V6Q778330577;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;160;61.05.4143;SICHERUNG;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748997485_4KI0T66P9225779396;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;170;61.05.4144;SCHEIBE;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749011894_4KI0T6HTI778019502;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;180;61.05.4145;DISTANZSCHEIBE;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749025968_4KI0T6SOG 89369376;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;190;61.05.4146;ROHR;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749093218_4KI0T88KI831973705;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;200;61.05.4147;BOLZEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749107593_4KI0T8JNU130189089;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;210;61.05.4148;SCHEIBE;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749124300_4KI0T8WJW937048789;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;230;61.05.4149;PLATTE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749147617_4KI0T9EJL553977220;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;250;61.05.4278;BAUGRP FANGHAKEN;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749167630_4KI0T9TZI884842728;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;270;61.05.4160;BAUGRP AUSLEGER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749491335_4KI0TGRRB193115086;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;290;61.05.4129;BAUGRP KONSOLE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749503957_4KI0TH1HX413350395;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;300;61.05.4157;BAUGRP SEILROLLE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749521672_4KI0THF60576904373;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;20;10.10.0103;6-KT-SCHRAUBEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00477305444_4L71A0X9G220976669;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;40;10.10.0944;U-SCHEIBEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00477343718_4L71A1QSN452423085;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;60;10.10.0943;U-SCHEIBEN;;0;1;0;8;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00477376095_4L71A2FRZ745058095;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;80;10.10.0045;6-KT-MUTTERN 0,8 D;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00477433485_4L71A3O25 64583993;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;100;10.10.0132;6-KT-SCHRAUBEN;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00477448213_4L71A3ZF9358610315;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;150;10.70.0001;HANDGRIFF;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00477484595_4L71A4RHW496186530;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;220;61.05.4239;PLATTE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00477528064_4L71A5P1C783879920;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;240;61.05.4237;STANGE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00477631287_4L71A7WON335194251;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;310;61.05.4238;BAUGRP GEGENGEWICHT;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00477651727_4L71A8CGF 51816373;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;320;61.05.4236;BAUGRP GRIFFROHR;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00477676143_4L71A8VAN123554404;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;110;10.10.0817;SPANNHÜLSEN SCHWER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00451265568_4T70UISRK937497676;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;130;10.40.0002;TELLERFEDER;;0;1;0;13;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00451298694_4T70UJIBQ368055464;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;09.03.2018;03/005-OPD-PC01 # ptheubet
61.05.4159;260;61.05.4271;KOLBEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00463398389_4T711QUID349791891;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;280;61.05.4272;FÜHRUNG;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00463412889_4T711R5P5575293136;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4159;120;10.20.0029;RILLENKUGELLAGER;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01051220525_5KC0UHU0D410610715;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;27.08.2019;03/010-TIB-NB02 # aschuepbach;27.08.2019;03/010-TIB-NB02 # aschuepbach
61.05.4160;10;61.05.4152;DREHLAGER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749390997_4KI0TEMC5537576344;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4160;20;61.05.4153;LASCHE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749403479_4KI0TEVYV754105130;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4160;30;61.05.4154;RIPPE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749413217_4KI0TF3HD570773062;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4160;40;61.05.4155;BOLZEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749421810_4KI0TFA42123369682;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4160;50;61.05.4156;AUSLEGER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749432828_4KI0TFIM4898726566;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4163;10;61.05.4164;PLATTE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00751971324_4KI0UXXBW445648535;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4163;20;61.05.4165;RIPPE;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00753376568_4KI0VS1MG327517604;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4163;30;61.05.4166;BOLZEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00753386697_4KI0VS9FT950075691;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4171;10;10.10.0046;6-KT-MUTTERN 0,8 D;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00754309230_4KI0WC19Q673143890;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4171;20;10.10.0104;6-KT-SCHRAUBEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00754346375_4KI0WCTXJ959432441;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4171;30;10.10.1458;6-KT-SCHRAUBEN;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00754355044_4KI0WD0MC914943887;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4171;40;10.10.01145;PASSCHEIBEN;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00754375268_4KI0WDG84843037619;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4171;50;10.10.0936;U-SCHEIBEN;;0;1;0;8;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00754386611_4KI0WDOZ7905601998;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4171;70;61.05.4134;SCHEIBE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00754405447_4KI0WE3IF996922701;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4171;80;61.05.4144;SCHEIBE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00754421424_4KI0WEFU9817711128;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4171;90;61.05.4162;PLATTE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00754436009_4KI0WER3D 78911842;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4171;110;61.05.4163;BAUGRP ROLLENTRÄGER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00754473897_4KI0WFKBT743151925;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4171;120;61.05.4157;BAUGRP SEILROLLE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00754489934_4KI0WFWPA587982939;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4171;130;61.05.4132;BAUGRP FANGHAKEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00754501224_4KI0WG5EW789510198;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4171;60;12.12.0028;STECKVERSCHRAUBUNG;;0;1;0;3;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00459916121_4T70ZO7KP409258027;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4171;100;61.05.4277;SCHMIERBOCK;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00459983007_4T70ZPN6N408639428;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4171;55;12.12.0029;SCHMIERNIPPEL;;0;1;0;3;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00452085313_4TW0V0DA9472726098;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4174;10;12.74.0016;MONOBLOCK-VENTIL;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00479093968_4TT1B39AO 73981761;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;18.01.2017;01/004-TILA-RDS01 # r.schuepbach;18.01.2017;01/004-TILA-RDS01 # r.schuepbach
61.05.4174;20;10.43.0005;STECKBOLZEN MIT AXIALS;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00479131609_4TT1B42C9570584381;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;18.01.2017;01/004-TILA-RDS01 # r.schuepbach;18.01.2017;01/004-TILA-RDS01 # r.schuepbach
61.05.4174;30;12.19.0087;BATTERIE-LADEANSCHLUSS;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00479160890_4TT1B4OXM695298332;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;18.01.2017;01/004-TILA-RDS01 # r.schuepbach;18.01.2017;01/004-TILA-RDS01 # r.schuepbach
61.05.4174;40;12.10.0066;SCHLUSSLEUCHTE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00479176171_4TT1B50Q3 77686323;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;18.01.2017;01/004-TILA-RDS01 # r.schuepbach;18.01.2017;01/004-TILA-RDS01 # r.schuepbach
61.05.4174;50;12.10.0067;SCHLUSSLEUCHTE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00479194078_4TT1B5EJI533269983;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;18.01.2017;01/004-TILA-RDS01 # r.schuepbach;18.01.2017;01/004-TILA-RDS01 # r.schuepbach
61.05.4174;60;10.10.0116;6-KT-SCHRAUBEN;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00479211093_4TT1B5RO5263521029;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;18.01.2017;01/004-TILA-RDS01 # r.schuepbach;18.01.2017;01/004-TILA-RDS01 # r.schuepbach
61.05.4174;70;10.10.01020;ZK-SCHRAUBEN I-6-KT.;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00479226499_4TT1B63K3528348764;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;18.01.2017;01/004-TILA-RDS01 # r.schuepbach;18.01.2017;01/004-TILA-RDS01 # r.schuepbach
61.05.4174;80;10.10.01537;6-KT-SCHRAUBEN;;0;1;0;8;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00479254640_4TT1B6P9S328177482;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;18.01.2017;01/004-TILA-RDS01 # r.schuepbach;18.01.2017;01/004-TILA-RDS01 # r.schuepbach
61.05.4174;90;10.10.01041;ZK-SCHRAUBEN I-6-KT.;;0;1;0;10;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00479279406_4TT1B78DQ 62235428;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;18.01.2017;01/004-TILA-RDS01 # r.schuepbach;18.01.2017;01/004-TILA-RDS01 # r.schuepbach
61.05.4174;100;10.10.01019;ZK-SCHRAUBEN I-6-KT.;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00479295859_4TT1B7L2R842376590;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;18.01.2017;01/004-TILA-RDS01 # r.schuepbach;18.01.2017;01/004-TILA-RDS01 # r.schuepbach
61.05.4174;110;10.10.0941;U-SCHEIBEN;;0;1;0;10;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00479315859_4TT1B80IB798983178;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;18.01.2017;01/004-TILA-RDS01 # r.schuepbach;18.01.2017;01/004-TILA-RDS01 # r.schuepbach
